,0,1,2,3,4,5,6,7,8,9
0,0.0,0.5739750445632799,0.6835443037974683,0.6499102333931778,0.6396396396396397,0.6477064220183486,0.6552962298025135,0.6218181818181818,0.6972477064220184,0.6786355475763016
1,0.5739750445632799,0.0,0.5834896810506567,0.5543071161048689,0.5411985018726592,0.5543071161048689,0.5463137996219282,0.5202952029520295,0.602996254681648,0.5692883895131086
2,0.6835443037974683,0.5834896810506567,0.0,0.4594017094017094,0.44989339019189767,0.40829694323144106,0.4344978165938865,0.4578059071729958,0.46258503401360546,0.42919389978213507
3,0.6499102333931778,0.5543071161048689,0.4594017094017094,0.0,0.3842887473460722,0.4107883817427386,0.27839643652561247,0.39759036144578314,0.40979955456570155,0.31625835189309576
4,0.6396396396396397,0.5411985018726592,0.44989339019189767,0.3842887473460722,0.0,0.3860759493670886,0.3634408602150538,0.40973630831643004,0.4190064794816415,0.34623655913978496
5,0.6477064220183486,0.5543071161048689,0.40829694323144106,0.4107883817427386,0.3860759493670886,0.0,0.38235294117647056,0.3261802575107296,0.3648960739030023,0.3949579831932773
6,0.6552962298025135,0.5463137996219282,0.4344978165938865,0.27839643652561247,0.3634408602150538,0.38235294117647056,0.0,0.3556910569105691,0.3673469387755102,0.2925170068027211
7,0.6218181818181818,0.5202952029520295,0.4578059071729958,0.39759036144578314,0.40973630831643004,0.3261802575107296,0.3556910569105691,0.0,0.3779697624190065,0.3902439024390244
8,0.6972477064220184,0.602996254681648,0.46258503401360546,0.40979955456570155,0.4190064794816415,0.3648960739030023,0.3673469387755102,0.3779697624190065,0.0,0.21394230769230768
9,0.6786355475763016,0.5692883895131086,0.42919389978213507,0.31625835189309576,0.34623655913978496,0.3949579831932773,0.2925170068027211,0.3902439024390244,0.21394230769230768,0.0
